event_id,title,date,start_time,end_time,venue,venue_address,performers,description,url,flyer_url
2335265,"Nonstop: Binh, cotton, S4M23, Shaun J. Wright, Sound Metaphor DJs, Vlada, Vladimir Ivkovic",2026-02-28T00:00:00.000,2026-02-28T22:00:00.000,2026-03-01T22:00:00.000,Nowadays,"56-06 Cooper Ave. Ridgewood, NY 11385 USA","S4M23, Sound Metaphors Djs, cotton, Vlada, Shaun J. Wright, Binh, Vladimir Ivkovic",,https://ra.co/events/2335265,
2335250,Residency Night: livwutang invites Call Super & Mo Yasin,2026-02-27T00:00:00.000,2026-02-27T22:00:00.000,2026-02-28T06:00:00.000,Nowadays,"56-06 Cooper Ave. Ridgewood, NY 11385 USA","livwutang, Call Super, Mo Yasin",,https://ra.co/events/2335250,
2335281,Intro To Ableton Lab: How to Make Your Own Edits and Mashups Pt. 4,2026-02-25T00:00:00.000,2026-02-25T19:00:00.000,2026-02-25T23:00:00.000,Nowadays,"56-06 Cooper Ave. Ridgewood, NY 11385 USA","JP Solis, The New York Record Club for The Advancement of The Arts",,https://ra.co/events/2335281,
2337113,Intro To Ableton Lab: How to Make Your Own Edits and Mashups Pt. 3,2026-02-17T00:00:00.000,2026-02-17T19:00:00.000,2026-02-18T23:00:00.000,Nowadays,"56-06 Cooper Ave. Ridgewood, NY 11385 USA","JP Solis, The New York Record Club for The Advancement of The Arts",,https://ra.co/events/2337113,
2335259,"Nonstop: Aurora Halal, OK Williams, Priori, Prosumer, Sevyn, Shy One, Soul Connection, VARSHA",2026-02-14T00:00:00.000,2026-02-14T22:00:00.000,2026-02-15T22:00:00.000,Nowadays,"56-06 Cooper Ave. Ridgewood, NY 11385 USA","Sevyn, VARSHA, Lovie, Honey Bun, Shy One, Prosumer, OK Williams, Priori, Aurora Halal",,https://ra.co/events/2335259,
2335299,"Soul Connection: Honey Bun, Lovie, Sevyn b2b VARSHA, Shy One",2026-02-14T00:00:00.000,2026-02-14T22:00:00.000,2026-02-15T09:00:00.000,Nowadays,"56-06 Cooper Ave. Ridgewood, NY 11385 USA","Sevyn, VARSHA, Lovie, Honey Bun, Shy One",,https://ra.co/events/2335299,
2335248,dBridge b2b Erika All Night,2026-02-13T00:00:00.000,2026-02-13T22:00:00.000,2026-02-14T06:00:00.000,Nowadays,"56-06 Cooper Ave. Ridgewood, NY 11385 USA","dBridge, Erika",,https://ra.co/events/2335248,
2335276,Intro To Ableton Lab: How to Make Your Own Edits and Mashups Pt. 2,2026-02-11T00:00:00.000,2026-02-11T19:00:00.000,2026-02-11T23:00:00.000,Nowadays,"56-06 Cooper Ave. Ridgewood, NY 11385 USA","JP Solis, The New York Record Club for The Advancement of The Arts",,https://ra.co/events/2335276,
2335246,"Your Love: Alissa Brianna, Lakuti & Tama Sumo, Yvonne Turner",2026-02-07T00:00:00.000,2026-02-07T22:00:00.000,2026-02-08T06:00:00.000,Nowadays,"56-06 Cooper Ave. Ridgewood, NY 11385 USA","Alissa Brianna, Lakuti, Tama Sumo",,https://ra.co/events/2335246,
2335243,"Focus: Afro-House, Afro-Tech, Amapiano, Gqom & 3-Step with Akanbi, Ethan Tomas & Fiyahdred",2026-02-06T00:00:00.000,2026-02-06T22:00:00.000,2026-02-07T06:00:00.000,Nowadays,"56-06 Cooper Ave. Ridgewood, NY 11385 USA","Akanbi, Fiyahdred",,https://ra.co/events/2335243,
2335272,Intro To Ableton Lab: How to Make Your Own Edits and Mashups Pt. 1,2026-02-04T00:00:00.000,2026-02-04T19:00:00.000,2026-02-04T23:00:00.000,Nowadays,"56-06 Cooper Ave. Ridgewood, NY 11385 USA","JP Solis, The New York Record Club for The Advancement of The Arts",,https://ra.co/events/2335272,
2335240,Underground Resistance All Day,2026-02-01T00:00:00.000,2026-02-01T17:00:00.000,2026-02-01T23:00:00.000,Nowadays,"56-06 Cooper Ave. Ridgewood, NY 11385 USA",Underground Resistance,,https://ra.co/events/2335240,
2318237,Rhadoo All Night,2026-01-31T00:00:00.000,2026-01-31T22:00:00.000,2026-02-01T06:00:00.000,Nowadays,"56-06 Cooper Ave. Ridgewood, NY 11385 USA",Rhadoo,,https://ra.co/events/2318237,
2318233,"Label Night: Kindergarten Records with Ayesha, Identified Patient, Ma Sha, Stolen Velour",2026-01-30T00:00:00.000,2026-01-30T22:00:00.000,2026-01-31T06:00:00.000,Nowadays,"56-06 Cooper Ave. Ridgewood, NY 11385 USA","Ayesha, Stolen Velour, Identified Patient, Ma Sha",,https://ra.co/events/2318233,
2318229,Body Hack,2026-01-29T00:00:00.000,2026-01-29T20:00:00.000,2026-01-30T04:00:00.000,Nowadays,"56-06 Cooper Ave. Ridgewood, NY 11385 USA",,,https://ra.co/events/2318229,
2318223,"Mister Nonstop: Palms Trax, Powder, Dorisburg, PAURRO, Justin, Lady Lane, Eamon, Kat Offline",2026-01-24T00:00:00.000,2026-01-24T22:00:00.000,2026-01-25T22:00:00.000,Nowadays,"56-06 Cooper Ave. Ridgewood, NY 11385 USA","Justin Carter, Dorisburg, Kat Offline, PAURRO, Palms Trax, Eamon Harkin, Powder",,https://ra.co/events/2318223,
2318215,Luca Lozano & Mr. Ho All Night,2026-01-23T00:00:00.000,2026-01-23T22:00:00.000,2026-01-24T06:00:00.000,Nowadays,"56-06 Cooper Ave. Ridgewood, NY 11385 USA","Luca Lozano, Mr. Ho",,https://ra.co/events/2318215,
